drug_name,target,ChemicalStructure
Dyphylline,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
Dyphylline,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
Dyphylline,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
Dyphylline,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
Dyphylline,Adenosine receptor A1,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
Dyphylline,Adenosine receptor A2a,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
Dyphylline,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
Dyphylline,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
E-2012,Gamma-secretase subunit APH-1A,[H]\C(C1=CC(OC)=C(C=C1)N1C=NC(C)=C1)=C1\CCCN(C1=O)[C@@]([H])(C)C1=CC=C(F)C=C1
E-2012,Gamma-secretase subunit PEN-2,[H]\C(C1=CC(OC)=C(C=C1)N1C=NC(C)=C1)=C1\CCCN(C1=O)[C@@]([H])(C)C1=CC=C(F)C=C1
E5531,Toll-like receptor 4,[H]\C(CCCCCC)=C(/[H])CCCC(=O)O[C@]([H])(CCCCCCC)CCO[C@@]1([H])[C@]([H])(OP(O)(O)=O)[C@@]([H])(COC)O[C@@]([H])(OC[C@@]2([H])O[C@]([H])(OP(O)(O)=O)[C@]([H])(N=C(O)CC(=O)CCCCCCCCCCC)[C@@]([H])(OCC[C@]([H])(O)CCCCCCC)[C@]2([H])O)[C@]1([H])N=C(O)CC(=O)CCCCCCCCCCC
EM-1745,Estradiol 17-beta-dehydrogenase 1,[H][C@]1(CCCCCCCCC(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)C[C@@]2([H])[C@]3([H])CCC4=CC(O)=CC=C4[C@@]3([H])CC[C@]2(C)[C@@]1([H])O
ENMD-1198,Hypoxia-inducible factor 1-alpha,COC1=C(C=C2CC[C@H]3[C@@H]4CC=C[C@@]4(C)CC[C@@H]3C2=C1)C(N)=O
ENMD-1198,Tumor necrosis factor receptor superfamily member 11A,COC1=C(C=C2CC[C@H]3[C@@H]4CC=C[C@@]4(C)CC[C@@H]3C2=C1)C(N)=O
ENMD-1198,Signal transducer and activator of transcription 3,COC1=C(C=C2CC[C@H]3[C@@H]4CC=C[C@@]4(C)CC[C@@H]3C2=C1)C(N)=O
EP-2104R,Fibrinogen alpha chain,
ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,Lactase-phlorizin hydrolase,CCS\C(CC1=CC=CC=C1)=N/OS(O)(=O)=O
ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE,Carbonic anhydrase 1,CCOC(=O)CCC1=CC=C(C=C1)S(N)(=O)=O
ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE,Carbonic anhydrase 2,CCOC(=O)CCC1=CC=C(C=C1)S(N)(=O)=O
ETHYL 4-[(4-CHLOROPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,"Nitric oxide synthase, inducible",CCOC(=O)N1CCC(CC1)NC1=NC=CC(Cl)=C1
ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,"Nitric oxide synthase, inducible",CCOC(=O)N1CCC(CC1)NC1=NC=CC(C)=C1
ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,"Nitric oxide synthase, endothelial",CCOC(=O)N1CCC(CC1)NC1=NC=CC(C)=C1
ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE,Cholinesterase,CCO[P@](O)(=O)N(CC)CC
EVT-101,Retinoic acid receptor RXR-alpha,Cl.Cl.CC1=NC=CN1CC1=CC(=CN=N1)C1=CC=C(F)C(=C1)C(F)F
EVT-101,"Glutamate receptor ionotropic, NMDA 2B",Cl.Cl.CC1=NC=CN1CC1=CC(=CN=N1)C1=CC=C(F)C(=C1)C(F)F
Ebselen,Bifunctional epoxide hydrolase 2,O=C1N([Se]C2=CC=CC=C12)C1=CC=CC=C1
Ecabet,NADPH oxidase organizer 1,[H][C@@]12CCC3=CC(C(C)C)=C(C=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)S(O)(=O)=O
Ecabet,Urease subunit alpha,[H][C@@]12CCC3=CC(C(C)C)=C(C=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)S(O)(=O)=O
Ecallantide,Plasma kallikrein,
Echothiophate,Cholinesterase,CCOP(=O)(OCC)SCC[N+](C)(C)C
Econazole,Lanosterol 14-alpha demethylase,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Econazole,Nuclear receptor subfamily 1 group I member 2,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Eculizumab,Complement C5,
Edonerpic,Amyloid beta A4 protein,OC1CN(CCCOCCC2=CC3=C(SC=C3)C=C2)C1
Edotecarin,DNA topoisomerase 1,OCC(CO)NN1C(=O)C2=C3C(NC4=C3C=CC(O)=C4)=C3N([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C4=C(C=CC(O)=C4)C3=C2C1=O
Edoxaban,Coagulation factor X,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1
Edoxudine,DNA polymerase,CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
Edrophonium,Acetylcholinesterase,CC[N+](C)(C)C1=CC(O)=CC=C1
Edrophonium,Cholinesterase,CC[N+](C)(C)C1=CC(O)=CC=C1
Efalizumab,Integrin alpha-L,
Efalizumab,High affinity immunoglobulin gamma Fc receptor I,
Efalizumab,Low affinity immunoglobulin gamma Fc region receptor III-B,
Efalizumab,Complement C1r subcomponent,
Efalizumab,Complement C1q subcomponent subunit A,
Efalizumab,Complement C1q subcomponent subunit B,
Efalizumab,Complement C1q subcomponent subunit C,
Efalizumab,Low affinity immunoglobulin gamma Fc region receptor III-A,
Efalizumab,Low affinity immunoglobulin gamma Fc region receptor II-a,
Efalizumab,Low affinity immunoglobulin gamma Fc region receptor II-b,
Efalizumab,Low affinity immunoglobulin gamma Fc region receptor II-c,
Efaproxiral,Hemoglobin subunit alpha,CC1=CC(NC(=O)CC2=CC=C(OC(C)(C)C(O)=O)C=C2)=CC(C)=C1
Efaproxiral,Hemoglobin subunit beta,CC1=CC(NC(=O)CC2=CC=C(OC(C)(C)C(O)=O)C=C2)=CC(C)=C1
Efavirenz,Reverse transcriptase/RNaseH,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1
Efinaconazole,Lanosterol 14-alpha demethylase,C[C@@H](N1CCC(=C)CC1)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
Eflornithine,Ornithine decarboxylase,NCCCC(N)(C(F)F)C(O)=O
Efmoroctocog alfa,von Willebrand factor,
Efonidipine,Voltage-dependent T-type calcium channel subunit alpha-1I,CC1=C(C(C2=CC=CC(=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1
Efonidipine,Voltage-dependent L-type calcium channel subunit alpha-1C,CC1=C(C(C2=CC=CC(=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1
Egaptivon pegol,Platelet glycoprotein Ib alpha chain,
Egaptivon pegol,von Willebrand factor,
Elacestrant,Estrogen receptor,CCNCCC1=CC=C(CN(CC)C2=C(C=CC(OC)=C2)[C@@H]2CCC3=CC(O)=CC=C3C2)C=C1
Elacridar,Multidrug resistance protein 1,COC1=CC=CC2=C1NC1=C(C=CC=C1C(=O)NC1=CC=C(CCN3CCC4=CC(OC)=C(OC)C=C4C3)C=C1)C2=O
Elacytarabine,Deoxycytidine kinase,[H]\C(CCCCCCCC)=C(\[H])CCCCCCCC(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)[C@@]([H])(O)[C@]1([H])O
Elafibranor,Peroxisome proliferator-activated receptor alpha,CSC1=CC=C(C=C1)C(=O)\C=C\C1=CC(C)=C(OC(C)(C)C(O)=O)C(C)=C1
Elafibranor,Peroxisome proliferator-activated receptor gamma,CSC1=CC=C(C=C1)C(=O)\C=C\C1=CC(C)=C(OC(C)(C)C(O)=O)C(C)=C1
Elafibranor,Peroxisome proliferator-activated receptor delta,CSC1=CC=C(C=C1)C(=O)\C=C\C1=CC(C)=C(OC(C)(C)C(O)=O)C(C)=C1
Elafin,Neutrophil elastase,
Elafin,Myeloblastin,
Elagolix,Gonadotropin-releasing hormone receptor,COC1=C(F)C(=CC=C1)C1=C(C)N(CC2=C(C=CC=C2F)C(F)(F)F)C(=O)N(C[C@H](NCCCC(O)=O)C2=CC=CC=C2)C1=O
Elaidoylamide,"Phospholipase A2, membrane associated",CCCCCCCC\C=C\CCCCCCCC(N)=O
Eldecalcitol,Vitamin D3 receptor,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)[C@@H](OCCCO)[C@H](O)C1=C)[C@H](C)CCCC(C)(C)O
Eldelumab,C-X-C motif chemokine 10,
Eletriptan,5-hydroxytryptamine receptor 1D,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
Eletriptan,5-hydroxytryptamine receptor 1B,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
Eletriptan,5-hydroxytryptamine receptor 1F,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
Eletriptan,5-hydroxytryptamine receptor 1A,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
Eletriptan,5-hydroxytryptamine receptor 1E,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
Eletriptan,5-hydroxytryptamine receptor 2B,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
Eletriptan,5-hydroxytryptamine receptor 7,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
Eliglustat,Ceramide glucosyltransferase,[H][C@](CN1CCCC1)(N=C(O)CCCCCCC)[C@]([H])(O)C1=CC2=C(OCCO2)C=C1
Elinogrel,P2Y purinoceptor 12,CNC1=C(F)C=C2C(NC(=O)N(C2=O)C2=CC=C(NC(=O)NS(=O)(=O)C3=CC=C(Cl)S3)C=C2)=C1
Ellagic Acid,Carbonic anhydrase 1,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Carbonic anhydrase 2,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Carbonic anhydrase 3,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Carbonic anhydrase 4,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,"Carbonic anhydrase 5A, mitochondrial",OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,"Carbonic anhydrase 5B, mitochondrial",OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Carbonic anhydrase 6,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Carbonic anhydrase 7,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Carbonic anhydrase 9,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Carbonic anhydrase 12,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Carbonic anhydrase 14,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Casein kinase II subunit alpha,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,cAMP-dependent protein kinase catalytic subunit alpha,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Protein kinase C alpha type,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Protein kinase C beta type,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Tyrosine-protein kinase SYK,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Ellagic Acid,Squalene monooxygenase,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Elocalcitol,Vitamin D3 receptor,CCC(O)(CC)\C=C\C[C@H](C)C1=CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@@](F)([H])C1=C
Elotuzumab,SLAM family member 7,
Elsamitrucin,DNA topoisomerase 2-alpha,CO[C@@H]1[C@@H](N)[C@@H](O[C@H]2[C@H](OC3=CC=CC4=C3C3=C5C(C(=O)OC6=C5C(=C(C)C=C6)C(=O)O3)=C4O)O[C@H](C)[C@H](O)[C@]2(C)O)O[C@H](C)[C@@H]1O
Elsamitrucin,DNA topoisomerase 1,CO[C@@H]1[C@@H](N)[C@@H](O[C@H]2[C@H](OC3=CC=CC4=C3C3=C5C(C(=O)OC6=C5C(=C(C)C=C6)C(=O)O3)=C4O)O[C@H](C)[C@H](O)[C@]2(C)O)O[C@H](C)[C@@H]1O
Eltrombopag,Thrombopoietin receptor,CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1
Eluxadoline,Mu-type opioid receptor,COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O
Eluxadoline,Delta-type opioid receptor,COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O
Eluxadoline,Kappa-type opioid receptor,COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O
Elvitegravir,Integrase,[H][C@@](CO)(C(C)C)N1C=C(C(O)=O)C(=O)C2=C1C=C(OC)C(CC1=C(F)C(Cl)=CC=C1)=C2
Emapalumab,Interferon gamma,
Emedastine,Histamine H1 receptor,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1
Emicizumab,Coagulation factor IX,
Emicizumab,Coagulation factor X,
Emivirine,Gag-Pol polyprotein,CCOCN1C(=O)NC(=O)C(C(C)C)=C1CC1=CC=CC=C1
Emodin,Casein kinase II subunit alpha,CC1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1
Emodin,Putative ketoacyl reductase,CC1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1
Emodin,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,CC1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1
Emodin,Aryl hydrocarbon receptor,CC1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1
Emopamil,Multidrug resistance protein 1,CC(C)C(CCCN(C)CCC1=CC=CC=C1)(C#N)C1=CC=CC=C1
Empagliflozin,Sodium/glucose cotransporter 2,[H][C@@]1(CCOC1)OC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C=C1
Emricasan,Caspase-1,C[C@H](NC(=O)C(=O)NC1=CC=CC=C1C(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)COC1=C(F)C(F)=CC(F)=C1F
Emricasan,Caspase-3,C[C@H](NC(=O)C(=O)NC1=CC=CC=C1C(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)COC1=C(F)C(F)=CC(F)=C1F
Emricasan,Caspase-7,C[C@H](NC(=O)C(=O)NC1=CC=CC=C1C(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)COC1=C(F)C(F)=CC(F)=C1F
Emtricitabine,Reverse transcriptase/RNaseH,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1
Enalapril,Angiotensin-converting enzyme,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
Enalaprilat,Angiotensin-converting enzyme,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O
Enalaprilat,B1 bradykinin receptor,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O
Enalkiren,Renin,COC1=CC=C(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)C=C1
Enasidenib,"Isocitrate dehydrogenase [NADP], mitochondrial",CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F
Encainide,Sodium channel protein type 5 subunit alpha,COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C
Encenicline,Neuronal acetylcholine receptor subunit alpha-7,ClC1=C2SC(=CC2=CC=C1)C(=O)N[C@H]1CN2CCC1CC2
Encorafenib,Serine/threonine-protein kinase B-raf,COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C
Encorafenib,G1/S-specific cyclin-D1,COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C
Endostatin,Matrix metalloproteinase-9,
Endostatin,72 kDa type IV collagenase,
Endostatin,Collagenase 3,
Endostatin,E-selectin,
Endostatin,Focal adhesion kinase 1,
Enflurane,Gamma-aminobutyric acid receptor subunit alpha-1,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit alpha-2,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit alpha-3,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit alpha-4,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit alpha-5,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit alpha-6,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit beta-1,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit beta-2,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit beta-3,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit delta,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit epsilon,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit gamma-1,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit gamma-2,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit gamma-3,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit pi,FC(F)OC(F)(F)C(F)Cl
Enflurane,Gamma-aminobutyric acid receptor subunit theta,FC(F)OC(F)(F)C(F)Cl
Enflurane,Glycine receptor subunit alpha-1,FC(F)OC(F)(F)C(F)Cl
Enflurane,Glycine receptor subunit beta,FC(F)OC(F)(F)C(F)Cl
Enflurane,Intermediate conductance calcium-activated potassium channel protein 4,FC(F)OC(F)(F)C(F)Cl
Enflurane,Potassium voltage-gated channel subfamily A member 1,FC(F)OC(F)(F)C(F)Cl
Enflurane,Calcium-transporting ATPase type 2C member 1,FC(F)OC(F)(F)C(F)Cl
Enflurane,"ATP synthase subunit delta, mitochondrial",FC(F)OC(F)(F)C(F)Cl
Enflurane,Glutamate receptor 1,FC(F)OC(F)(F)C(F)Cl
Enfuvirtide,Envelope glycoprotein,
Eniluracil,Dihydropyrimidine dehydrogenase [NADP(+)],O=C1NC=C(C#C)C(=O)N1
Eniluracil,Aldehyde oxidase,O=C1NC=C(C#C)C(=O)N1
Eniluracil,Xanthine dehydrogenase/oxidase,O=C1NC=C(C#C)C(=O)N1
Enoxacin,DNA gyrase subunit A,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
Enoxacin,DNA topoisomerase 4 subunit A,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
Enoxacin,DNA topoisomerase 2-alpha,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
Enoxaparin,Antithrombin-III,
Enoxaparin,Coagulation factor X,
Enoximone,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1
Enprofylline,Adenosine receptor A2b,CCCN1C2=C(NC=N2)C(=O)NC1=O
Enprofylline,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",CCCN1C2=C(NC=N2)C(=O)NC1=O
Enprofylline,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",CCCN1C2=C(NC=N2)C(=O)NC1=O
Enprofylline,Adenosine receptor A1,CCCN1C2=C(NC=N2)C(=O)NC1=O
Enprofylline,Adenosine receptor A2a,CCCN1C2=C(NC=N2)C(=O)NC1=O
Enprofylline,Adenosine receptor A3,CCCN1C2=C(NC=N2)C(=O)NC1=O
Enrasentan,Endothelin-1 receptor,CCCOC1=CC=C2[C@@H]([C@H]([C@@H](C2=C1)C1=CC=C(OC)C=C1OCCO)C(O)=O)C1=CC=C2OCOC2=C1
Enrasentan,Endothelin B receptor,CCCOC1=CC=C2[C@@H]([C@H]([C@@H](C2=C1)C1=CC=C(OC)C=C1OCCO)C(O)=O)C1=CC=C2OCOC2=C1
Entacapone,Catechol O-methyltransferase,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
Enzacamene,Progesterone receptor,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1
Enzacamene,Androgen receptor,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1
Enzacamene,Estrogen receptor beta,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1
Enzacamene,Estrogen receptor,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1
Enzalutamide,Androgen receptor,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F
Enzastaurin,RAC-alpha serine/threonine-protein kinase,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12
Enzastaurin,Cyclin-dependent kinase 15,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12
Enzastaurin,Protein kinase C beta type,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12
Enzastaurin,Phosphatidylinositol 3-kinase regulatory subunit alpha,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12
Enzastaurin,Aurora kinase A,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12
Enzastaurin,Serine/threonine-protein kinase Chk2,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12
Enzastaurin,Serine/threonine-protein kinase Chk1,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12
Enzastaurin,Aurora kinase B,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12
Ephedra sinica root,Sodium-dependent dopamine transporter,
Ephedra sinica root,Sodium-dependent noradrenaline transporter,
Ephedra sinica root,Alpha-2A adrenergic receptor,
Ephedra sinica root,Alpha-2B adrenergic receptor,
Ephedra sinica root,Alpha-2C adrenergic receptor,
Ephedra sinica root,Amine oxidase [flavin-containing] A,
Ephedra sinica root,Amine oxidase [flavin-containing] B,
Ephedra sinica root,Beta-1 adrenergic receptor,
Ephedra sinica root,Beta-2 adrenergic receptor,
Ephedra sinica root,Beta-3 adrenergic receptor,
Ephedra sinica root,Sodium-dependent serotonin transporter,
Ephedra sinica root,Synaptic vesicular amine transporter,
Ephedra sinica root,Chromaffin granule amine transporter,
Ephedrine,Sodium-dependent noradrenaline transporter,CN[C@@H](C)[C@H](O)C1=CC=CC=C1
Ephedrine,Alpha-1A adrenergic receptor,CN[C@@H](C)[C@H](O)C1=CC=CC=C1
Ephedrine,Synaptic vesicular amine transporter,CN[C@@H](C)[C@H](O)C1=CC=CC=C1
Ephedrine,Acetylcholinesterase,CN[C@@H](C)[C@H](O)C1=CC=CC=C1
Epibatidine,CHRNA7-FAM7A fusion protein,[H][C@@]12CC[C@@]([H])(N1)[C@]([H])(C2)C1=CC=C(Cl)N=C1
Epibatidine,Neuronal acetylcholine receptor subunit alpha-7,[H][C@@]12CC[C@@]([H])(N1)[C@]([H])(C2)C1=CC=C(Cl)N=C1
Epibatidine,Neuronal acetylcholine receptor subunit beta-2,[H][C@@]12CC[C@@]([H])(N1)[C@]([H])(C2)C1=CC=C(Cl)N=C1
